0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162
313.0,349.0,421.0,444.0,1479.0,987.0,503.0,1388.0,3507.0,1418.0,664.0,406.0,520.0,225.0,340.0,505.0,527.0,928.0,719.0,825.0,187.0,1129.0,310.0,238.0,483.0,1865.0,79.0,2464.0,380.0,899.0,901.0,1547.0,1714.0,546.0,1478.0,1095.0,2788.0,806.0,3956.0,999.0,4529.0,1356.0,784.0,2505.0,1092.0,792.0,1786.0,1559.0,2117.0,998.0,1186.0,938.0,1302.0,1385.0,612.0,1463.0,1124.0,572.0,689.0,701.0,1359.0,458.0,1201.0,947.0,1129.0,1424.0,674.0,1698.0,373.0,3969.0,1746.0,739.0,1198.0,639.0,1602.0,1407.0,459.0,757.0,672.0,1370.0,1755.0,801.0,285.0,1094.0,274.0,918.0,789.0,379.0,1998.0,194.0,1280.0,1157.0,758.0,653.0,1096.0,762.0,1420.0,2258.0,446.0,562.0,208.0,545.0,631.0,1113.0,776.0,1906.0,738.0,783.0,258.0,684.0,250.0,390.0,345.0,141.0,154.0,111.0,252.0,72.0,98.0,145.0,483.0,128.0,230.0,85.0,221.0,296.0,258.0,240.0,236.0,80.0,59.0,135.0,81.0,123.0,51.0,210.0,70.0,133.0,46.0,140.0,63.0,128.0,73.0,106.0,67.0,67.0,108.0,64.0,123.0,66.0,131.0,43.0,161.0,43.0,142.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359.0,250.0,317.0,210.0,332.0,575.0,809.0,355.0,976.0,1627.0,1177.0,1020.0,249.0,1167.0,684.0,1317.0,707.0,575.0,1353.0,449.0,681.0,1092.0,904.0,2437.0,1482.0,438.0,3525.0,816.0,2552.0,759.0,2471.0,334.0,598.0,1092.0,713.0,779.0,712.0,1096.0,301.0,1342.0,1102.0,1441.0,849.0,787.0,2458.0,212.0,713.0,1055.0,571.0,1942.0,1890.0,516.0,1222.0,721.0,12036.0,515.0,6915.0,515.0,1118.0,1094.0,1572.0,816.0,2823.0,150.0,1066.0,2166.0,816.0,811.0,1756.0,793.0,582.0,1264.0,287.0,2346.0,1632.0,1111.0,497.0,820.0,786.0,329.0,245.0,1719.0,681.0,783.0,265.0,1072.0,2646.0,1188.0,693.0,1052.0,578.0,369.0,1221.0,767.0,726.0,157.0,302.0,943.0,372.0,218.0,625.0,182.0,244.0,98.0,207.0,47.0,163.0,88.0,117.0,94.0,133.0,132.0,146.0,177.0,57.0,122.0,77.0,159.0,33.0,177.0,39.0,106.0,156.0,132.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405.0,297.0,146.0,1405.0,242.0,697.0,802.0,667.0,387.0,223.0,1042.0,282.0,530.0,1430.0,894.0,946.0,1181.0,635.0,645.0,2811.0,323.0,1186.0,901.0,2460.0,1277.0,926.0,472.0,495.0,748.0,702.0,668.0,1012.0,262.0,530.0,1883.0,426.0,1942.0,353.0,1480.0,360.0,881.0,2306.0,741.0,736.0,1580.0,1234.0,544.0,285.0,548.0,412.0,909.0,1543.0,1668.0,456.0,796.0,503.0,645.0,1948.0,808.0,1116.0,1259.0,721.0,1163.0,796.0,883.0,1943.0,1249.0,1193.0,1310.0,643.0,1759.0,861.0,776.0,1501.0,535.0,2296.0,1154.0,346.0,1235.0,470.0,752.0,1913.0,550.0,1952.0,1430.0,345.0,1513.0,969.0,1905.0,280.0,855.0,1181.0,226.0,767.0,406.0,260.0,1267.0,463.0,978.0,644.0,939.0,303.0,862.0,337.0,1092.0,555.0,699.0,382.0,292.0,258.0,149.0,192.0,168.0,101.0,80.0,147.0,208.0,95.0,153.0,56.0,177.0,190.0,168.0,267.0,113.0,131.0,144.0,74.0,123.0,54.0,130.0,85.0,70.0,94.0,65.0,124.0,37.0,161.0,53.0,145.0,39.0,160.0,52.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669.0,234.0,423.0,173.0,738.0,251.0,1168.0,256.0,728.0,326.0,386.0,418.0,449.0,665.0,91.0,348.0,1218.0,1011.0,865.0,598.0,1305.0,256.0,922.0,307.0,993.0,1427.0,681.0,939.0,165.0,548.0,1575.0,724.0,357.0,412.0,581.0,499.0,660.0,1021.0,269.0,239.0,643.0,936.0,460.0,1208.0,544.0,665.0,282.0,364.0,1669.0,157.0,1001.0,1064.0,610.0,496.0,577.0,1011.0,1155.0,483.0,946.0,574.0,640.0,1829.0,273.0,959.0,1011.0,635.0,407.0,833.0,891.0,696.0,796.0,930.0,924.0,926.0,840.0,734.0,1192.0,324.0,899.0,931.0,1086.0,1366.0,847.0,585.0,147.0,1612.0,1276.0,851.0,858.0,1904.0,1353.0,767.0,429.0,457.0,419.0,619.0,247.0,346.0,795.0,216.0,294.0,116.0,1373.0,234.0,475.0,95.0,128.0,63.0,139.0,83.0,146.0,39.0,154.0,55.0,131.0,71.0,183.0,92.0,102.0,91.0,60.0,110.0,59.0,127.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307.0,172.0,344.0,289.0,513.0,906.0,700.0,829.0,489.0,357.0,191.0,1254.0,218.0,1790.0,558.0,793.0,552.0,346.0,609.0,378.0,593.0,1152.0,1161.0,415.0,519.0,1009.0,1802.0,188.0,2120.0,759.0,1167.0,608.0,407.0,700.0,1033.0,1098.0,952.0,857.0,1148.0,719.0,1033.0,1160.0,414.0,827.0,732.0,685.0,904.0,1769.0,1091.0,2403.0,209.0,810.0,701.0,1749.0,597.0,2563.0,779.0,513.0,819.0,920.0,1936.0,305.0,580.0,1599.0,639.0,1605.0,701.0,3582.0,1035.0,950.0,750.0,889.0,1351.0,503.0,1001.0,574.0,1533.0,921.0,1561.0,660.0,2425.0,1514.0,1798.0,1064.0,1137.0,300.0,2035.0,261.0,1310.0,1709.0,727.0,873.0,412.0,1344.0,452.0,799.0,722.0,1437.0,371.0,1463.0,464.0,2131.0,1223.0,1678.0,653.0,810.0,1280.0,756.0,2715.0,701.0,451.0,196.0,219.0,56.0,163.0,60.0,144.0,57.0,149.0,112.0,156.0,97.0,155.0,61.0,107.0,63.0,335.0,93.0,69.0,143.0,51.0,161.0,36.0,140.0,72.0,247.0,90.0,135.0,241.0,120.0,92.0,80.0,119.0,57.0,106.0,64.0,129.0,63.0,156.0,51.0,127.0,62.0,119.0,48.0,98.0,93.0,87.0,64.0,70.0,0.0,0.0,0.0,0.0
302.0,321.0,268.0,892.0,1274.0,631.0,871.0,188.0,2023.0,280.0,792.0,840.0,259.0,524.0,663.0,939.0,1512.0,1093.0,1066.0,1460.0,619.0,1751.0,596.0,1714.0,349.0,1761.0,614.0,840.0,756.0,1220.0,1215.0,1001.0,1040.0,919.0,944.0,603.0,278.0,983.0,1154.0,1018.0,520.0,191.0,655.0,771.0,661.0,749.0,978.0,356.0,1469.0,1361.0,372.0,1630.0,976.0,1031.0,1111.0,1854.0,383.0,1025.0,518.0,802.0,1605.0,381.0,1016.0,1707.0,841.0,475.0,284.0,1579.0,619.0,1131.0,543.0,1113.0,752.0,972.0,1123.0,758.0,465.0,1840.0,358.0,1805.0,450.0,1997.0,780.0,586.0,1084.0,231.0,364.0,1299.0,1284.0,1818.0,788.0,949.0,806.0,159.0,881.0,799.0,348.0,609.0,477.0,525.0,224.0,120.0,171.0,47.0,214.0,86.0,114.0,343.0,195.0,191.0,85.0,124.0,57.0,142.0,54.0,139.0,43.0,145.0,53.0,107.0,74.0,94.0,88.0,90.0,178.0,71.0,118.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532.0,101.0,329.0,1364.0,310.0,2053.0,239.0,5933.0,237.0,2045.0,260.0,464.0,1255.0,742.0,1536.0,319.0,826.0,965.0,2569.0,1208.0,3580.0,1176.0,1928.0,352.0,1523.0,1080.0,1509.0,978.0,2914.0,355.0,1565.0,1910.0,406.0,1092.0,821.0,383.0,1160.0,669.0,1924.0,270.0,1903.0,148.0,1903.0,2109.0,107.0,1012.0,765.0,1243.0,1187.0,697.0,1265.0,778.0,1774.0,1356.0,1531.0,1742.0,831.0,1569.0,591.0,1941.0,1233.0,1024.0,1752.0,1211.0,1310.0,886.0,1683.0,971.0,577.0,1351.0,707.0,1191.0,736.0,652.0,1019.0,949.0,1369.0,966.0,200.0,1347.0,890.0,1431.0,717.0,503.0,535.0,889.0,576.0,1372.0,636.0,2019.0,1518.0,771.0,1224.0,1101.0,813.0,1074.0,622.0,784.0,863.0,619.0,674.0,337.0,256.0,836.0,179.0,1132.0,298.0,596.0,122.0,252.0,163.0,214.0,75.0,115.0,97.0,116.0,116.0,83.0,171.0,51.0,297.0,185.0,162.0,53.0,253.0,47.0,113.0,90.0,164.0,79.0,103.0,62.0,66.0,100.0,58.0,120.0,50.0,131.0,51.0,139.0,39.0,126.0,53.0,130.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305.0,179.0,258.0,620.0,137.0,268.0,187.0,821.0,1385.0,392.0,222.0,1080.0,1115.0,979.0,533.0,874.0,1075.0,770.0,510.0,750.0,1450.0,385.0,595.0,1651.0,98.0,1387.0,1049.0,727.0,923.0,127.0,923.0,1073.0,1547.0,281.0,3161.0,577.0,878.0,922.0,724.0,1126.0,738.0,912.0,565.0,237.0,2204.0,783.0,1035.0,2459.0,661.0,870.0,959.0,794.0,425.0,763.0,396.0,701.0,1861.0,769.0,545.0,945.0,1045.0,1799.0,380.0,1323.0,542.0,1631.0,1368.0,1215.0,753.0,532.0,404.0,2280.0,1847.0,945.0,676.0,1010.0,815.0,1024.0,1295.0,210.0,1662.0,163.0,885.0,640.0,1370.0,685.0,750.0,1253.0,1149.0,792.0,2692.0,1457.0,398.0,538.0,1610.0,1699.0,545.0,662.0,1475.0,2130.0,1916.0,408.0,1816.0,789.0,1064.0,1347.0,681.0,1158.0,248.0,829.0,371.0,206.0,89.0,172.0,230.0,147.0,133.0,137.0,132.0,68.0,287.0,74.0,218.0,76.0,185.0,74.0,134.0,138.0,102.0,88.0,82.0,128.0,105.0,130.0,54.0,142.0,48.0,130.0,51.0,138.0,56.0,115.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363.0,302.0,194.0,1335.0,755.0,1053.0,661.0,615.0,1188.0,1235.0,1042.0,1337.0,479.0,470.0,1415.0,251.0,332.0,700.0,833.0,241.0,1239.0,160.0,1398.0,427.0,652.0,1809.0,514.0,1219.0,1727.0,672.0,406.0,633.0,1012.0,866.0,919.0,710.0,1495.0,561.0,980.0,2259.0,88.0,681.0,1749.0,1874.0,296.0,1805.0,1524.0,582.0,688.0,739.0,1493.0,1215.0,1755.0,303.0,499.0,742.0,863.0,191.0,326.0,1369.0,1002.0,1061.0,187.0,1435.0,579.0,1732.0,415.0,1178.0,638.0,342.0,1182.0,869.0,1098.0,226.0,722.0,1126.0,563.0,1276.0,1594.0,631.0,1226.0,104.0,1525.0,840.0,372.0,597.0,457.0,792.0,1040.0,445.0,632.0,340.0,305.0,486.0,146.0,216.0,90.0,167.0,110.0,179.0,83.0,170.0,75.0,151.0,80.0,106.0,113.0,81.0,111.0,105.0,142.0,53.0,184.0,77.0,145.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538.0,289.0,388.0,1007.0,167.0,628.0,574.0,434.0,179.0,1216.0,106.0,1353.0,480.0,689.0,293.0,161.0,1301.0,625.0,1675.0,498.0,432.0,843.0,1287.0,1141.0,1432.0,2099.0,271.0,1889.0,1389.0,285.0,438.0,755.0,1690.0,2450.0,645.0,514.0,780.0,675.0,876.0,1015.0,596.0,983.0,529.0,621.0,559.0,2533.0,661.0,519.0,569.0,248.0,924.0,489.0,978.0,654.0,747.0,494.0,1392.0,338.0,1143.0,443.0,406.0,549.0,737.0,1346.0,569.0,597.0,1197.0,470.0,928.0,900.0,864.0,1159.0,1467.0,428.0,738.0,1023.0,389.0,1207.0,631.0,479.0,1246.0,1952.0,1163.0,1170.0,1213.0,933.0,787.0,480.0,606.0,514.0,837.0,890.0,987.0,920.0,123.0,690.0,638.0,346.0,197.0,474.0,44.0,128.0,82.0,136.0,77.0,134.0,65.0,76.0,78.0,68.0,107.0,45.0,168.0,40.0,120.0,50.0,139.0,82.0,184.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602.0,326.0,209.0,257.0,143.0,1623.0,183.0,837.0,528.0,259.0,1119.0,203.0,558.0,740.0,435.0,658.0,291.0,352.0,868.0,256.0,1042.0,871.0,1172.0,684.0,694.0,921.0,595.0,441.0,2007.0,835.0,651.0,618.0,1126.0,988.0,609.0,2048.0,774.0,780.0,469.0,987.0,921.0,377.0,939.0,493.0,1490.0,1144.0,614.0,582.0,165.0,1432.0,389.0,931.0,530.0,525.0,1035.0,2357.0,794.0,981.0,342.0,402.0,444.0,1662.0,1191.0,1333.0,205.0,1004.0,1267.0,1111.0,2944.0,1120.0,1035.0,967.0,929.0,844.0,216.0,1505.0,814.0,496.0,1061.0,1389.0,1596.0,484.0,551.0,1727.0,217.0,707.0,1629.0,669.0,1302.0,795.0,799.0,1893.0,719.0,1154.0,2089.0,321.0,977.0,1210.0,979.0,1641.0,179.0,631.0,881.0,1107.0,425.0,898.0,378.0,344.0,397.0,556.0,356.0,276.0,147.0,66.0,141.0,108.0,177.0,85.0,192.0,59.0,112.0,117.0,144.0,83.0,113.0,112.0,66.0,102.0,80.0,144.0,60.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182.0,113.0,598.0,218.0,550.0,220.0,1492.0,256.0,1122.0,122.0,603.0,583.0,394.0,1744.0,648.0,1198.0,424.0,1358.0,548.0,1115.0,662.0,616.0,532.0,688.0,517.0,2021.0,338.0,1298.0,618.0,209.0,858.0,981.0,1070.0,2622.0,452.0,2024.0,1103.0,348.0,247.0,897.0,255.0,730.0,726.0,1261.0,307.0,402.0,315.0,562.0,1302.0,698.0,2207.0,1109.0,411.0,1755.0,448.0,1023.0,280.0,1356.0,1700.0,586.0,1666.0,873.0,2488.0,334.0,830.0,1531.0,325.0,3022.0,1098.0,1864.0,762.0,210.0,1045.0,290.0,247.0,1127.0,675.0,2366.0,1371.0,1042.0,632.0,1705.0,269.0,1828.0,521.0,643.0,436.0,684.0,619.0,638.0,1461.0,100.0,1620.0,1580.0,931.0,1069.0,1264.0,336.0,994.0,616.0,570.0,1032.0,183.0,488.0,203.0,777.0,996.0,784.0,559.0,442.0,1052.0,594.0,55.0,1504.0,215.0,483.0,108.0,824.0,471.0,136.0,251.0,127.0,583.0,117.0,268.0,405.0,232.0,150.0,156.0,62.0,123.0,64.0,113.0,82.0,134.0,115.0,69.0,98.0,220.0,118.0,57.0,122.0,82.0,135.0,47.0,132.0,62.0,90.0,69.0,171.0,79.0,77.0,101.0,59.0,115.0,46.0,102.0,55.0,135.0,0.0,0.0,0.0,0.0
