0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142
890.0,100.0,873.0,915.0,934.0,1156.0,874.0,1647.0,2845.0,1316.0,1118.0,499.0,1359.0,795.0,1476.0,493.0,1302.0,827.0,904.0,2092.0,1077.0,532.0,1481.0,1808.0,662.0,1467.0,381.0,3180.0,869.0,1145.0,821.0,943.0,1186.0,1740.0,1183.0,2945.0,303.0,673.0,2235.0,157.0,980.0,189.0,967.0,1398.0,1428.0,939.0,1350.0,580.0,1144.0,447.0,1355.0,784.0,2282.0,940.0,1651.0,1245.0,1521.0,2060.0,927.0,2619.0,1564.0,707.0,996.0,1884.0,996.0,1164.0,136.0,670.0,431.0,175.0,795.0,2591.0,1440.0,517.0,890.0,674.0,450.0,424.0,1024.0,111.0,416.0,351.0,385.0,179.0,138.0,240.0,90.0,238.0,84.0,266.0,61.0,288.0,70.0,261.0,92.0,208.0,115.0,181.0,157.0,118.0,202.0,96.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392.0,320.0,300.0,629.0,569.0,889.0,551.0,845.0,913.0,823.0,258.0,892.0,291.0,764.0,756.0,627.0,1316.0,258.0,1026.0,1456.0,602.0,1316.0,1936.0,988.0,625.0,1359.0,924.0,1799.0,1906.0,448.0,1558.0,839.0,785.0,703.0,1286.0,1441.0,2635.0,545.0,874.0,1258.0,515.0,712.0,1426.0,535.0,1170.0,562.0,504.0,1102.0,376.0,1065.0,1150.0,1150.0,1115.0,1549.0,977.0,567.0,1409.0,938.0,803.0,1695.0,1471.0,1063.0,1435.0,515.0,1769.0,1845.0,595.0,1246.0,523.0,1401.0,2315.0,993.0,633.0,418.0,591.0,1078.0,773.0,394.0,746.0,397.0,1519.0,240.0,663.0,675.0,354.0,893.0,279.0,908.0,921.0,223.0,342.0,275.0,386.0,98.0,315.0,111.0,240.0,151.0,195.0,145.0,177.0,178.0,128.0,209.0,78.0,249.0,93.0,259.0,65.0,258.0,73.0,264.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381.0,408.0,1411.0,195.0,1465.0,211.0,423.0,410.0,1209.0,1206.0,1406.0,923.0,1268.0,1057.0,1994.0,493.0,962.0,292.0,1793.0,376.0,694.0,1336.0,548.0,1382.0,618.0,701.0,1606.0,308.0,878.0,1281.0,489.0,1271.0,615.0,814.0,3003.0,596.0,1075.0,589.0,724.0,168.0,465.0,1883.0,866.0,1185.0,918.0,942.0,828.0,296.0,494.0,742.0,715.0,1558.0,706.0,635.0,661.0,1360.0,684.0,287.0,885.0,654.0,1209.0,2539.0,403.0,1356.0,1492.0,519.0,1047.0,737.0,1022.0,1067.0,1261.0,598.0,442.0,1866.0,1086.0,1003.0,257.0,787.0,1069.0,259.0,859.0,328.0,616.0,559.0,475.0,370.0,471.0,201.0,212.0,579.0,335.0,525.0,281.0,332.0,108.0,254.0,102.0,203.0,170.0,144.0,168.0,132.0,200.0,102.0,202.0,62.0,258.0,91.0,252.0,62.0,262.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440.0,93.0,641.0,202.0,1203.0,90.0,532.0,1145.0,324.0,1252.0,1346.0,1091.0,359.0,869.0,977.0,993.0,1114.0,1576.0,910.0,749.0,534.0,1335.0,1457.0,672.0,669.0,1230.0,687.0,1453.0,1213.0,239.0,453.0,2041.0,1098.0,964.0,718.0,748.0,669.0,947.0,1227.0,314.0,329.0,1108.0,1208.0,1515.0,1323.0,500.0,1339.0,1017.0,823.0,1486.0,213.0,442.0,479.0,1400.0,1083.0,2068.0,947.0,1207.0,864.0,253.0,1675.0,1475.0,2377.0,923.0,1522.0,2344.0,396.0,1105.0,1380.0,685.0,1539.0,744.0,1089.0,570.0,2521.0,194.0,1572.0,884.0,901.0,1915.0,831.0,484.0,771.0,984.0,824.0,866.0,1051.0,556.0,557.0,227.0,570.0,806.0,384.0,89.0,243.0,132.0,229.0,166.0,203.0,154.0,168.0,175.0,110.0,211.0,79.0,244.0,94.0,260.0,54.0,257.0,82.0,243.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831.0,387.0,1822.0,657.0,906.0,804.0,779.0,1733.0,626.0,1311.0,430.0,1566.0,712.0,1140.0,1844.0,987.0,868.0,1563.0,1347.0,1085.0,3343.0,1156.0,1806.0,1281.0,656.0,667.0,1597.0,1284.0,2207.0,332.0,1265.0,613.0,1607.0,797.0,1429.0,468.0,2407.0,867.0,1174.0,709.0,291.0,817.0,1236.0,1474.0,1385.0,1465.0,1643.0,616.0,1164.0,545.0,790.0,1994.0,922.0,1412.0,1130.0,1029.0,2075.0,435.0,1609.0,654.0,549.0,409.0,2413.0,233.0,5185.0,1018.0,1315.0,300.0,772.0,559.0,1382.0,388.0,1303.0,596.0,2339.0,1530.0,362.0,587.0,484.0,333.0,748.0,467.0,285.0,642.0,128.0,308.0,577.0,739.0,772.0,340.0,416.0,192.0,215.0,101.0,243.0,76.0,233.0,104.0,262.0,66.0,257.0,76.0,242.0,124.0,186.0,127.0,179.0,179.0,132.0,217.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884.0,176.0,651.0,1504.0,203.0,1582.0,484.0,1526.0,1655.0,1242.0,1299.0,295.0,1198.0,759.0,953.0,3863.0,628.0,1308.0,228.0,1748.0,401.0,4641.0,417.0,836.0,474.0,953.0,431.0,412.0,1180.0,1427.0,149.0,1757.0,1215.0,535.0,1796.0,320.0,1428.0,457.0,1222.0,1040.0,1459.0,509.0,738.0,1667.0,2059.0,334.0,1534.0,1288.0,712.0,745.0,1104.0,985.0,1291.0,665.0,650.0,380.0,717.0,285.0,851.0,1722.0,742.0,1406.0,574.0,2011.0,389.0,1158.0,1972.0,363.0,1602.0,264.0,1846.0,269.0,838.0,610.0,940.0,756.0,1503.0,1191.0,1623.0,640.0,1179.0,281.0,631.0,277.0,370.0,1620.0,362.0,690.0,1059.0,675.0,677.0,308.0,406.0,105.0,281.0,77.0,296.0,89.0,233.0,125.0,211.0,110.0,186.0,146.0,131.0,239.0,107.0,216.0,108.0,238.0,89.0,249.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473.0,117.0,412.0,127.0,2038.0,442.0,1432.0,362.0,544.0,616.0,347.0,1005.0,1090.0,1250.0,1012.0,1355.0,660.0,1579.0,254.0,1611.0,4143.0,475.0,2606.0,2701.0,1324.0,1845.0,1417.0,1444.0,2697.0,421.0,1515.0,612.0,831.0,770.0,562.0,1490.0,1616.0,1306.0,1190.0,639.0,1478.0,334.0,1724.0,552.0,2818.0,869.0,873.0,1792.0,1165.0,1439.0,629.0,1126.0,1946.0,944.0,588.0,2403.0,156.0,2017.0,405.0,3350.0,355.0,2196.0,931.0,796.0,296.0,1560.0,658.0,2201.0,1951.0,616.0,750.0,3611.0,673.0,1266.0,581.0,324.0,612.0,3375.0,1348.0,1580.0,498.0,1631.0,335.0,3257.0,1282.0,1103.0,966.0,2302.0,277.0,671.0,784.0,629.0,621.0,1196.0,740.0,500.0,1011.0,287.0,190.0,271.0,271.0,380.0,297.0,123.0,284.0,69.0,280.0,85.0,235.0,133.0,146.0,186.0,111.0,212.0,105.0,247.0,81.0,285.0,68.0,279.0,74.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453.0,1135.0,108.0,761.0,508.0,623.0,1717.0,574.0,1777.0,1151.0,639.0,626.0,987.0,1073.0,1684.0,1743.0,2551.0,836.0,2789.0,999.0,1919.0,695.0,1381.0,1007.0,820.0,1286.0,2301.0,1690.0,939.0,1766.0,689.0,965.0,470.0,3004.0,468.0,1571.0,1403.0,2620.0,1872.0,683.0,1533.0,1017.0,654.0,1259.0,491.0,2110.0,577.0,1959.0,257.0,905.0,1221.0,1132.0,645.0,638.0,2314.0,472.0,1218.0,1007.0,1721.0,971.0,740.0,608.0,726.0,128.0,1755.0,618.0,799.0,1192.0,537.0,368.0,1115.0,404.0,1373.0,783.0,988.0,972.0,899.0,1632.0,584.0,1716.0,617.0,785.0,2051.0,344.0,1230.0,311.0,535.0,512.0,444.0,1030.0,446.0,609.0,548.0,494.0,580.0,124.0,182.0,226.0,128.0,203.0,139.0,238.0,74.0,271.0,97.0,307.0,111.0,252.0,85.0,286.0,112.0,187.0,135.0,161.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571.0,505.0,753.0,1449.0,457.0,1396.0,106.0,1581.0,1031.0,591.0,1037.0,743.0,1649.0,575.0,1576.0,1908.0,896.0,981.0,390.0,849.0,1672.0,531.0,1518.0,1069.0,394.0,892.0,993.0,768.0,301.0,1686.0,1066.0,644.0,242.0,1241.0,288.0,963.0,425.0,1744.0,520.0,1086.0,796.0,1347.0,1112.0,759.0,761.0,684.0,391.0,805.0,607.0,985.0,1984.0,164.0,894.0,387.0,823.0,540.0,462.0,736.0,763.0,1114.0,1085.0,726.0,873.0,871.0,901.0,1415.0,1999.0,720.0,224.0,1408.0,482.0,957.0,725.0,317.0,589.0,1098.0,603.0,1115.0,461.0,1332.0,596.0,618.0,397.0,260.0,362.0,282.0,1198.0,425.0,416.0,220.0,1043.0,162.0,866.0,120.0,368.0,251.0,375.0,444.0,215.0,303.0,128.0,209.0,112.0,241.0,69.0,253.0,62.0,271.0,98.0,282.0,74.0,246.0,94.0,177.0,155.0,136.0,219.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578.0,65.0,370.0,753.0,79.0,726.0,339.0,907.0,793.0,770.0,1131.0,824.0,970.0,362.0,911.0,2234.0,567.0,838.0,180.0,2215.0,616.0,3196.0,493.0,729.0,1101.0,565.0,3179.0,165.0,1885.0,1336.0,1813.0,428.0,1139.0,1590.0,1617.0,1682.0,1445.0,477.0,313.0,1979.0,272.0,3666.0,1927.0,173.0,1347.0,386.0,572.0,805.0,735.0,1650.0,332.0,1941.0,1907.0,590.0,1330.0,1120.0,557.0,1441.0,454.0,602.0,1557.0,245.0,1107.0,967.0,600.0,1020.0,985.0,1183.0,1470.0,292.0,408.0,557.0,2044.0,580.0,683.0,889.0,168.0,1150.0,256.0,630.0,222.0,1486.0,481.0,450.0,722.0,385.0,489.0,573.0,213.0,312.0,195.0,820.0,136.0,766.0,398.0,144.0,267.0,66.0,247.0,130.0,222.0,77.0,210.0,176.0,233.0,209.0,268.0,236.0,136.0,204.0,76.0,257.0,62.0,241.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785.0,137.0,549.0,890.0,288.0,1432.0,154.0,1054.0,1339.0,578.0,1605.0,631.0,939.0,1097.0,1739.0,1771.0,854.0,1079.0,1048.0,2109.0,581.0,1956.0,884.0,1832.0,2351.0,877.0,1713.0,245.0,2614.0,484.0,2345.0,583.0,1376.0,1450.0,1213.0,825.0,173.0,1147.0,442.0,1431.0,1741.0,1119.0,1422.0,2127.0,1184.0,1779.0,1053.0,1482.0,526.0,819.0,1713.0,1547.0,377.0,1138.0,414.0,804.0,939.0,696.0,901.0,2741.0,907.0,1049.0,2482.0,433.0,1160.0,135.0,1177.0,941.0,887.0,798.0,772.0,828.0,402.0,533.0,907.0,407.0,263.0,729.0,1118.0,919.0,649.0,450.0,673.0,208.0,479.0,402.0,637.0,270.0,361.0,265.0,337.0,99.0,182.0,132.0,154.0,191.0,130.0,229.0,82.0,261.0,63.0,241.0,58.0,259.0,74.0,350.0,133.0,229.0,142.0,170.0,138.0,158.0,180.0,96.0,232.0,77.0,245.0,94.0,258.0,62.0,241.0,67.0,239.0,121.0,206.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587.0,614.0,1410.0,340.0,1049.0,560.0,874.0,755.0,1501.0,582.0,281.0,3359.0,383.0,1348.0,624.0,1073.0,1133.0,656.0,1157.0,219.0,1165.0,752.0,1816.0,287.0,2032.0,339.0,587.0,2113.0,1374.0,1911.0,1615.0,536.0,1410.0,175.0,2820.0,870.0,952.0,2372.0,1209.0,1500.0,228.0,721.0,1453.0,119.0,1203.0,1654.0,394.0,4226.0,467.0,1478.0,759.0,868.0,677.0,2206.0,213.0,1660.0,589.0,357.0,1067.0,270.0,1500.0,1029.0,828.0,1610.0,268.0,530.0,674.0,671.0,740.0,735.0,1194.0,548.0,411.0,1459.0,489.0,1153.0,566.0,527.0,742.0,580.0,176.0,1453.0,282.0,518.0,853.0,806.0,367.0,179.0,241.0,292.0,311.0,112.0,246.0,59.0,247.0,66.0,244.0,125.0,247.0,88.0,203.0,115.0,146.0,221.0,135.0,212.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
