MAV,STD,RMS,VAR,WL,DMAV,SSC,Dedo
1012.6818430101586,1149.3528264456563,1528.1382047438412,1321011.919658619,45519.84965799778,1006.5542351665642,41,Anular
1021.193624172516,1097.2805579562485,1490.7556498388117,1204024.6228687759,53288.87121131344,931.4586230162997,46,Anular
1203.7871689853546,1370.7902048083672,1807.6872352584473,1879065.7855985651,79553.85811329608,1072.4733978448437,46,Anular
1021.6784537332608,1041.9654159939191,1426.420566873541,1085691.9281273808,72855.72798795711,869.1023199814223,44,Anular
899.4467926307773,883.0561205721574,1257.2273184540686,779788.1120799485,44988.758863656985,714.6335001958296,46,Anular
911.204504262547,952.2431260294693,1313.1465743293966,906766.9710703756,47708.50274043798,775.6019574847858,43,Anular
900.2444662471489,964.9221218351736,1309.5179611459982,931074.7012068937,59144.34824988932,804.4213017635022,48,Anular
1040.383143049213,1025.761203333974,1453.199495897205,1052186.0462651625,59265.782961985184,842.6359429760585,42,Anular
935.7270714531063,803.2054993321084,1227.7955582037441,645139.0741573415,48650.117717905516,649.1018554491952,48,Anular
1166.3706327866782,1123.5143308239055,1605.9350294650878,1262284.4515666885,70899.2847663761,878.3792448967341,43,Anular
1106.2646973466458,834.3514196963108,1381.9453739242742,696142.2915492493,41843.55099274717,710.879125578678,44,Anular
1014.493418619925,950.8730483798852,1358.0303161990662,904159.5541352555,70495.67394428789,777.9902718180817,43,Anular
744.4758830944287,735.5110777140345,1032.021605978598,540976.5454400606,33977.62343485248,576.2765912367676,44,Anular
908.7331124401555,945.5716355380796,1304.193318901696,894105.7179341589,50403.48966064766,767.2656408381664,43,Anular
1066.7767899772862,1084.0470998031665,1479.1491318099534,1175158.1145916565,68546.27404586182,855.1792240840175,42,Anular
849.5198871661171,832.2925363338684,1180.1433248734609,692710.8660370636,40435.44349138655,659.6340597200841,42,Anular
1008.4741681089931,988.5459982807353,1406.5337387427187,977223.1907168553,56972.324281124995,783.8420906540399,42,Anular
968.2818554642718,895.8692679259492,1305.7799424047462,802581.7452141762,50723.371407984276,755.5862995529722,40,Anular
891.559708354463,901.3714309858825,1250.066238007529,812470.4565975375,60510.605525299885,701.5287373772379,43,Anular
1040.758004863905,1126.180187442128,1521.7813988498258,1268281.8145871868,72210.79556546138,931.5057516170347,45,Anular
789.7399353651084,911.6424272015906,1200.1549622853126,831091.9150740075,43870.60826329284,754.8068797072261,40,Anular
747.9423455151876,753.9602546723039,1057.617861861322,568456.0656255253,33002.80608046421,645.0173161551689,43,Anular
874.18946841565,914.9246532495428,1251.508864379123,837087.121123796,41319.0727558739,777.8649987127224,44,Anular
796.560186661415,837.781891780517,1150.7604570778215,701878.4981953419,42903.444376401116,698.0761639883397,44,Anular
921.884429693608,985.9027168029598,1325.0107721717548,972004.1669994573,58993.0894158346,815.8102698909837,43,Anular
957.6265267601472,984.7416634982044,1369.3650983307336,969716.1438292108,49762.829991226936,848.435415609,45,Anular
839.4404678654462,891.9108930339441,1206.13237089483,795505.0411126078,52699.994244050016,769.8955030684547,42,Anular
926.3816177943942,1022.6330263435186,1367.0268476065976,1045778.3065685037,56902.67285662358,858.7912211052089,44,Anular
916.6361382601178,895.0286345248262,1278.1744360755497,801076.256619375,46379.89070060419,729.9338821282222,52,Anular
868.929481396984,851.9085497003668,1207.1983605023458,725748.1770525824,51106.407112330635,709.4528704343085,46,Anular
822.5242100073391,828.2512445903892,1154.7450433634342,686000.1241655287,48907.20529693349,669.0702130637206,46,Anular
935.9512557663159,914.031187123071,1298.205024087323,835453.0110336106,51947.37371273959,767.7575662008435,41,Anular
1018.3037123587053,1015.6459176564563,1426.756836233193,1031536.6300522252,56787.76944808807,879.4112742374584,44,Anular
822.1696454376753,835.9980607732502,1163.574470535092,698892.7576166351,45670.94745634147,707.164530376879,38,Anular
845.5046089213379,825.8142516132685,1160.541531868829,681969.1781675828,56391.725547062524,648.2181959022201,45,Anular
851.4050385456933,827.8493280723845,1175.5629731586437,685334.5099898985,46344.95457396227,696.264235699425,44,Anular
746.1751245042346,802.4569628417391,1081.1521106078683,643937.1772131884,39372.15643435287,632.4628067023059,42,Anular
582.0214355621148,671.9189996465259,878.9039603104213,451475.1420859881,39889.15657762298,520.2769367259687,41,Anular
987.7757647662049,1008.1913419385196,1378.5239626851735,1016449.781959793,70663.5402772994,878.1656165496336,47,Anular
995.0972298484962,932.9849044559414,1340.3369309954724,870460.8319426622,58111.350648079795,784.2764833270596,44,Anular
145.17481639332027,57.23645864195553,156.0504390019667,3276.0121978722855,1330.14665147838,40.42475178599536,33,Índice
148.74354734449514,70.94455319243954,164.79615439778604,5033.1296276748835,2702.565377620441,43.88830709837482,41,Índice
157.55530239341678,64.05340382768289,170.07795816681607,4102.83854191222,1942.6404262676642,47.83869214167766,33,Índice
139.9343050303577,53.59764505131903,149.84764689302398,2872.7075550471827,2120.2961237445797,32.8629438444113,42,Índice
134.07407155276059,35.394391419938415,138.66729825998112,1252.76294398781,1324.5091770223423,25.383793427021907,34,Índice
131.9657902248373,32.73568391874679,135.96541762997626,1071.6250016280972,1013.3033069679996,21.566017671581914,37,Índice
122.692922724556,14.01477021135335,123.49075702566127,196.4137840770372,413.11307656947946,9.140968849232529,36,Índice
148.80758013881788,70.86342657408002,164.81905573261466,5021.625225820031,1851.7324053582995,47.77292610168397,36,Índice
141.523799438935,42.22795188073255,147.6894909181874,1783.1999200414637,1601.7674166160057,31.890915597211375,36,Índice
167.03330653611889,84.26252756019187,187.08366856361656,7100.1735508320935,4686.139105096242,63.36281579758862,39,Índice
168.5067407219984,87.48693890829995,189.86438883659937,7653.964479544608,2815.092734160193,67.61066010485833,37,Índice
150.8584496321567,61.52228895090834,162.92103566813273,3784.9920377590583,2068.900083190148,43.47711024393736,36,Índice
133.65877479991389,52.520428635088294,143.60732399507864,2758.3954240134026,1574.5945802452175,26.658801840696828,41,Índice
148.21316889422891,60.704391372795584,160.16293755301427,3685.023131941539,1642.79540504393,45.09139152379967,42,Índice
138.17852682427207,67.45600146175435,153.76481199720016,4550.3121332082055,1815.839895813189,33.47759950501723,38,Índice
148.14462690601258,72.33623904147056,164.86164490197967,5232.53147866477,2022.4163612462767,45.83882739146553,34,Índice
145.3778454976564,80.2282510219604,166.0460485033689,6436.572262042691,1492.1683705361502,48.344796225276845,34,Índice
148.96649444376143,57.13673711778462,159.54818455667248,3264.6067284668266,1721.3836796816613,43.53349350663089,33,Índice
144.43460946133487,48.32631069380036,152.3049201947266,2335.4323052737227,1502.8682482899674,35.914926780121114,33,Índice
163.1267764056137,93.42754536930667,187.98683840689733,8728.706233733856,2346.222067535432,66.74821589672018,38,Índice
126.29640328238628,30.908915914441152,130.02362310393116,955.3610830059936,821.9526217046295,14.114234780764937,35,Índice
159.77546687847726,87.60851201373045,182.2181417792842,7675.251377259952,2984.8180624897186,61.444278767818226,33,Índice
173.11458028491978,97.60562395446537,198.7347874297916,9526.857827540505,2913.9309869763733,70.9035823375343,37,Índice
147.72987080669375,53.59074571918346,157.1498735452899,2871.9680267381805,2107.380504021389,36.77783318310102,35,Índice
148.03593482802768,48.69932452139134,155.8405024672593,2371.6242088397876,1910.0077668570723,34.00515615376665,35,Índice
130.06491510252818,29.3751573729132,133.34084899726443,862.8998706834167,787.3007397444615,18.510802353980736,37,Índice
149.39331768163032,54.830425101431786,159.13748422269416,3006.3755168037205,2670.972559428104,37.42262126154675,35,Índice
133.87104589184912,35.37106579737193,138.4650469390004,1251.1122956420143,1522.9511852597534,22.846845740922785,38,Índice
127.0698458449789,21.614579349413823,128.89505717256492,467.19004045210653,859.848507418145,13.457652719695874,38,Índice
140.99844669728378,38.805803749053865,146.24107622572004,1505.890404610083,1471.094811246355,28.533365048613607,34,Índice
152.05710597679052,60.865334692889206,163.78630115279583,3704.5889672774224,3021.266440384205,42.42009944511922,39,Índice
147.19796231997623,44.937000153666425,153.90443169046097,2019.3339828106164,2304.0543843595688,33.05271602414962,34,Índice
164.1888168324981,68.54196790124398,177.9212436350162,4698.00136377516,3037.2199472312445,46.57887942436412,39,Índice
135.61770458101924,42.37365153703998,142.08338446281147,1795.526344582491,1670.9033212532777,30.06416008659969,36,Índice
130.75067190510165,33.13918354696598,134.88492758568327,1098.2054861595009,1068.6555917587582,20.870200041063352,35,Índice
132.48173598597333,36.61545355170199,137.44854240279884,1340.691438796846,1593.9173720322603,23.14279968087109,40,Índice
134.0389194809083,44.95758937042867,141.37756815566428,2021.184842000081,1867.9051822634776,24.906578732897557,35,Índice
127.81732391742099,22.45335977922777,129.77450311515875,504.15336537544334,750.6615129872064,14.967738418217401,34,Índice
131.18539354758656,30.529000161245047,134.69085837977445,932.0198508453002,1122.137185413254,19.74574139102419,38,Índice
138.2539590519215,44.254797196977236,145.1641976124829,1958.487074945584,1584.9658676608412,31.59964029289449,38,Índice
173.1251860666513,110.36654953066815,205.31221421512674,12180.775255305427,2144.5527701736705,80.15340868659344,32,Medio
227.92726587384212,253.8568581480859,337.33933470064926,64443.304428817406,8955.86368628498,168.02736260784656,34,Medio
185.40671739165438,179.01221580584757,255.0679857778154,32045.37340771934,4668.197973545413,107.99625742551221,33,Medio
339.8872226891608,455.6286806109651,564.4287500067422,207597.49459528885,14997.70053447368,298.1861005225992,32,Medio
161.2706875276084,83.18389999957857,181.4601771044198,6919.561219139888,2593.889326049609,61.92027483604345,34,Medio
251.02511977459412,219.081076956266,331.6514241269526,47996.51828031735,8508.148755133896,176.47756631456895,33,Medio
