MAV,STD,RMS,VAR,WL,DMAV,SSC,Dedo
163.02965952217775,123.51561079111063,204.53551279183364,15256.106109101125,4322.6157776580185,75.20111452992536,36,Medio
201.96235303651568,178.11940112433544,269.2866745699424,31726.521056891906,6419.944454881323,125.54579417797925,32,Medio
177.8735344108086,139.16017473777973,225.84186608519352,19365.554233049384,5418.04898242347,87.18126360024154,35,Medio
168.91948203760936,89.34442428423334,191.0921703328928,7982.426150681105,3031.525729071614,62.825784056218495,28,Medio
232.55723601255562,270.9708401615761,354.0805896018185,73425.19621787043,9735.577301241616,162.26032228106163,31,Medio
183.28512032556364,124.91421843898344,221.80396141858787,15603.561968222071,4609.14899672856,90.4591895886409,35,Medio
161.39420777331324,118.07511263208588,199.64551953446613,13941.732223079767,5403.651316731587,74.89020517166385,37,Medio
180.13682723760277,120.64338952118105,216.80429876363007,14554.82743515942,5242.767606157979,86.98579672444575,36,Medio
170.92009875665119,95.71045896304672,195.89326714795595,9160.49195491705,3774.7729608324,72.24046078453611,33,Medio
150.8890877207932,88.78022423810084,175.06982895113796,7881.928215767469,3225.4904677644377,54.27509093116695,37,Medio
168.06691082972668,118.89990309194069,205.87295468594263,14137.186955272886,4719.428968732973,78.0345289346179,35,Medio
183.23952679551093,134.49098529621483,227.29837066329677,18087.825125946674,5390.072562142724,89.19011749310943,34,Medio
202.17477992639184,174.13180189530897,266.8267716508074,30321.88443130713,7738.272596210695,118.73350040350401,40,Medio
209.2491176007078,182.4318546265332,277.6086720532185,33281.38158247655,5977.822972619645,123.62087402451503,32,Medio
134.94512875043884,56.834778251744936,146.42533862824948,3230.192018925019,1312.4880975025803,28.21852741883017,33,Medio
145.98958913538692,48.34414195548324,153.78594278194285,2337.156061411915,1545.304746161294,35.65322625842213,36,Medio
186.8867440382574,183.78729894268088,260.0341088175051,33777.77125264635,8177.387273362103,102.01056246472359,39,Medio
249.2350375205267,373.5510461755267,445.1019385196559,139540.38409883052,10286.749529277397,179.934312978274,32,Medio
173.88472060366624,204.37455944146387,263.9023688100415,41768.96054689245,5780.638953834392,85.43748943370665,35,Medio
158.43128954212818,79.29717393435921,177.16804254706227,6288.041793976018,3016.960474935294,54.84089535973159,34,Medio
144.50993177381145,64.37029600983686,158.19815229535922,4143.535008394019,2525.7468646989028,42.58709860702642,29,Medio
163.8242014044581,68.8970360541516,177.7221723445207,4746.801577047066,3335.4497061265224,52.31073675561535,30,Medio
125.28921906938363,25.832229649583216,127.92455786003254,667.3040886688062,685.8708456095435,14.176377679531583,33,Medio
130.46025037693033,63.67446389570495,145.16994964804798,4054.4373524054336,1492.8312862647263,26.574131393347272,37,Medio
178.86817659421325,130.95919207016104,220.70604044453464,17150.30998766933,5979.480153962465,91.97494717846672,32,Medio
146.3786030390178,50.58596989445497,154.87296658170226,2558.9403501627044,1845.1531443416443,38.55712686964061,33,Medio
152.71127341797737,58.24773209802266,163.44274631657186,3392.798294563019,2595.479102968975,41.18024585758336,37,Medio
157.40518067249653,59.003148111529214,168.10045327009774,3481.3714870710533,2668.2918317771328,47.037139943644725,30,Medio
136.972828471959,37.74665996287274,142.07873196914954,1424.81033835274,1521.0175845867188,27.80180528582447,35,Medio
169.2000358525882,85.88502674916454,189.7495453281031,7376.237819704708,4024.2301306967606,63.84456839715645,34,Medio
232.46489831825744,200.35099495390347,304.81827095902344,40140.52117901905,8416.411729759,144.4329593457834,30,Medio
141.88982125595297,48.89716899746009,150.07882766070787,2390.9331359661724,1788.3439344332817,33.99232774699556,36,Medio
136.48739756377782,27.939881283130468,139.31779017716354,780.6369661154243,1310.3280233382939,21.4342247245854,31,Medio
181.17326520581477,88.39255822076022,201.58620085250618,7813.2443488104855,4579.063388349979,68.85309137774367,36,Medio
