MAV,STD,RMS,VAR,WL,DMAV,SSC,Entropy,MeanD,Dedo
735.3985268199301,1031.0304147301736,1266.2267852734685,1063023.7160986736,49070.78386924821,838.944165161423,84,6.667315188310105,-0.9231186772248309,Anular
804.072879203487,1024.3541901004953,1302.242182486432,1049301.5067764416,32871.43704737094,882.2634969389392,75,6.558527403586867,-1.9046636839643458,Anular
756.9870084330854,1004.9369579318089,1258.1445148923515,1009898.2894172382,49708.70510498957,838.3091019757335,84,6.518883662952296,-1.4403293630088623,Anular
781.659904225231,921.0610755797796,1208.0338202308649,848353.5049481806,33919.707856112575,794.9934516937508,81,6.666566980056144,-0.5287525432253073,Anular
820.1873684164885,1015.0875446001968,1304.887194896819,1030402.7232024565,44543.001988304524,873.2651904202463,83,6.798579151990392,-0.4875076521683438,Anular
940.7914277926428,1164.7061764208681,1497.0453496863422,1356540.4773929187,56858.39653211241,1021.0054216857749,79,6.7726962640710555,-2.71216838807621,Anular
722.6257432187904,897.8504393695048,1152.5291216444475,806135.4114760128,47457.7384279805,758.4100685500704,85,6.603914244886207,-3.2338277034135676,Anular
927.364010807923,1070.0595252159003,1415.9742071231053,1145027.3875052778,54767.06507929963,946.3868181868171,83,6.805890239243529,-0.5716247731449263,Anular
891.6944835523539,988.7766081755491,1331.4646945649154,977679.1808751434,45985.37816450631,883.1655858031546,77,6.742699047685366,-1.1009983017183573,Anular
724.4431347579495,891.9676207165742,1149.0970767975655,795606.2364067863,43567.74426610756,772.4920736888981,85,6.675492096298381,-0.24882237547944466,Anular
671.2039235007237,798.9450993292619,1043.2272967906297,638313.2717422441,44421.12191432354,682.3487455676568,85,6.8956342311911305,-2.1483060706406487,Anular
680.7079893271952,783.3375653165025,1037.7770030068398,613617.7412359859,40813.5634039357,670.4660205323795,80,6.714838772142381,-4.988864639179214,Anular
802.3657953626326,953.3892142268274,1245.978591303785,908950.9938040475,51879.13614094394,801.9421719897701,80,6.852258652265263,-2.7590111998729148,Anular
605.7034108024876,752.1689712111128,965.7301813190633,565758.1612527838,34199.71530245379,643.9545726134555,80,6.686561459457878,-4.4899916326058635,Anular
651.887024237718,691.6034643263523,950.4062522088745,478315.3518682121,38547.51150924089,595.5161548514853,76,6.870961076345666,-1.3579902776705208,Anular
726.1275761842866,908.1688147975495,1162.76904545402,824770.5961707858,35531.488603716636,763.325482880847,78,6.7141882506545025,-3.921075552899232,Anular
782.054627472933,962.0855494737035,1239.8459762639654,925608.604506118,44117.87122892025,844.6401906335774,69,6.723564969656488,-2.9573345300861926,Anular
662.4716241357846,816.5893656006872,1051.3902023367407,666818.1920121328,30968.23517157622,686.7157632205086,77,6.843823163843794,-2.5371319006570965,Anular
646.6528394627308,823.4220625202553,1046.987959735127,678023.8930451112,32909.41246342367,685.305827666332,79,6.699855864125219,-0.4203559873803151,Anular
730.1664703592626,857.3819921235,1126.164710357488,735103.8804176615,37519.69217785932,731.4287776847152,73,6.760963257562479,-0.48767015350183024,Anular
692.6639963447976,1052.788558261753,1260.2171083742699,1108363.7484068605,43007.85288575064,832.4924559400512,80,6.428602031596881,-2.22100410669587,Anular
636.6879016174055,864.5208566054789,1072.9762009285125,747396.3115058711,30459.1236618504,727.8862007701765,80,6.928574599794082,-5.802032337144494,Anular
625.1794951797942,935.3671864604258,1125.0118316182036,874911.7735068931,32273.334454740583,726.66930634362,76,6.570456590628494,-3.892948452427006,Anular
559.4104650039689,767.7158025542408,949.9092703239918,589387.5534915021,28530.41704770711,629.6321101959571,85,6.448396325185324,-0.8075174754787889,Anular
572.2670018966564,774.6302221219358,963.0895609882119,600051.9810246796,31444.252342058597,618.2859384459117,81,6.589396999554193,-1.277491690401135,Anular
571.4193567889419,812.3768154391032,993.2150681378461,659956.0902629788,39839.05596312345,630.7642772371702,82,6.338585767468584,-1.1499045083716473,Anular
581.6385646557396,758.2667761871346,955.2171336472217,574968.50386923,27899.625134383004,626.3547670564785,81,6.957751004216538,-1.055709591914981,Anular
639.9603799023678,844.6371767527469,1059.6986591468512,713411.960352851,33661.2208594708,697.2307422123157,75,6.492847000461612,-0.8795143337058479,Anular
531.9534226046371,712.0788367333298,888.8367192821635,507056.26972349215,30154.91840244176,563.1060591507861,83,6.528640506568507,-2.282090546350744,Anular
662.8277670336873,811.3262335251459,1047.6597281355066,658250.2572060995,26629.803255548268,706.9341280900383,73,6.551721309802384,-0.6298145058720452,Anular
568.4405945890963,735.6264157522993,928.0860762177168,541146.2235525746,28655.184558271423,612.2759374512144,77,7.116872561403996,-4.181606696722068,Anular
611.7224610039274,788.3759292805261,997.574695655037,621536.605868933,33839.60657815781,653.4557991356439,75,6.896036178538707,-1.8883278504409082,Anular
670.2787577695162,911.041018262011,1131.0478991063676,829995.7369558819,40036.084335928696,735.7286831292358,78,6.644079662243952,-2.0434903559942135,Anular
587.3103232414043,760.2179117734163,960.6584664525975,577931.2733811337,42005.46377478798,619.0655520323623,74,6.654451069112559,0.4442433904277621,Anular
518.5295195944858,709.6222632099038,877.681110931984,503563.7564431461,36971.63621792523,547.3747922420663,78,7.2268688039119855,-0.950484296882043,Anular
715.3660222547633,872.6980170343356,1128.4282762906398,761601.8289356616,39597.82728483495,726.0019577570629,71,6.683464859265738,-0.6435256529632697,Anular
528.0687879939956,655.8392370618764,842.010540149796,430125.104869904,23518.708410308354,543.2270991780289,78,6.682976384330081,-0.8210386724925297,Anular
577.6237403089439,736.6542880847222,936.113628531335,542659.5401536089,29990.930370220103,613.4247445690535,80,6.495093472794942,0.20223525012080928,Anular
576.2233198516376,743.799166268551,940.8881517388952,553237.1997417915,25634.50866193732,611.1210874072939,74,6.5144500644896715,-0.17024814361499713,Anular
607.652735917969,765.4049914443852,977.2455034412226,585844.8009279795,33078.94245105521,645.410212426432,79,6.788585751086911,-0.4680003964618764,Anular
552.8603852736185,649.9895092233792,853.3117646589337,422486.36210044933,24769.607106296615,562.9308895150185,83,6.686025936079127,-0.4861287349749234,Anular
651.7816492718044,769.8125808779278,1008.6777126542498,592611.4096779361,35177.98022233958,658.8912700089619,83,6.799659079560639,-1.4897034324599348,Anular
619.4914537460938,763.6110766461127,983.2962613785753,583101.8763766354,31332.11196535299,637.2802291808626,84,6.709592044768629,-1.6434705350250964,Anular
631.4318327171306,809.8373817769558,1026.9093164889825,655836.5849233548,37811.774342430035,657.1737160540455,84,6.559016744489287,-0.46608738014985507,Anular
621.5004508953903,716.3189162996746,948.3541534215547,513112.78984874015,36525.33925171423,610.5344519985672,75,6.720694501513028,-0.6825548647544857,Anular
520.9504643766418,603.221820443398,797.0357275513348,363876.5646590471,26472.705521430795,496.56656829082385,75,6.724110892847128,-2.453149827930739,Anular
598.6887406859844,605.9801445403566,851.8451407393962,367211.93557715154,27216.81942255524,535.9046459016462,77,6.973090375009649,-0.7154873484980545,Anular
872.9068312243043,1030.6701261952069,1350.3887651190316,1062280.9090312438,60900.28645055467,835.8898813901018,75,6.933956915417775,-2.3601539448610334,Anular
670.091679306742,759.2061688061121,1012.628690799043,576394.0067532548,38366.02875030061,643.6944623261497,81,6.773403324934414,-0.4916253140076166,Anular
663.301278967104,795.553676191422,1035.796427094186,632905.651701686,42510.15424281506,668.6394442600472,74,6.654740087969515,-1.0285670280891386,Anular
517.5305782046977,611.4540612369999,801.0705139874455,373876.0690032209,26202.717345529043,501.5271523962416,75,6.73932407565031,-0.7985125050014569,Anular
610.5917228249192,722.2034336839615,945.7272606873544,521577.7996249042,42773.073714249695,603.4689212324618,77,6.737418536952224,-4.5935743680271885,Anular
588.9907391974056,710.9944861239987,923.2677023263813,505513.159298729,32407.722748633634,596.6015731542826,77,6.639485787101495,-0.3749677987785481,Anular
504.4342579856567,581.7498033871834,769.9913988938881,338432.8337410266,25338.078648648745,492.01795350673694,72,6.695209929451076,-1.3748475994540532,Anular
526.9404158549298,585.3482678883933,787.5905005656867,342632.59471994225,28301.487630972813,486.0129726813916,72,6.758070039702988,-1.1618604754425028,Anular
976.3993659793709,705.051436053854,1190.3134066938599,497097.52748160175,58990.02412650789,509.74730483491516,77,7.645017322047135,-1.7130491634177805,Anular
548.4804939903429,560.1096549374043,783.934740805629,313722.8255540982,31010.63219987712,481.879610057454,78,6.861747717924618,-0.904414035062103,Anular
713.0533592626282,830.9603838004888,1093.8802556461258,690495.1594458557,43098.86734112345,687.0543368754816,79,7.066792171742997,-1.4991880898335277,Anular
650.4751535498605,871.406588660975,1085.5183762297954,759349.4427617578,26706.218460548895,723.6516787457763,80,7.080686581301618,-0.7905258968201333,Anular
666.9173267792154,830.4580542685736,1065.1006058856033,689660.5798995452,27227.64450532072,707.2751045118822,81,6.602493179283555,-2.8184581436977894,Anular
846.6811926386864,989.3272887584367,1302.1664740923823,978768.4842821191,43213.53929127798,888.8067453167538,81,6.638110262115144,-5.768213997527962,Anular
808.3955444425154,916.5086767609182,1222.0849032913218,839988.1545780492,40555.13241805939,812.6138693605151,82,6.685221182599421,-3.431598271077672,Anular
787.1043584178618,962.3913495103872,1243.251813789387,926197.1096124243,51355.924015939214,845.1149123055218,72,6.74951025954811,-2.718040284924334,Anular
717.6338351229339,789.3825987531479,1066.8285750426471,623124.8872142733,36553.4189164273,712.2631249508578,77,6.773275688229546,-6.2955331466782685,Anular
684.9694198835671,793.7370792030373,1048.4281840342715,630018.5509017687,31998.5605332037,707.8290176817894,76,6.6306443512906235,-1.7149644010040697,Anular
625.3088938646007,734.3484886865405,964.5096762512941,539267.7028362061,24099.80038185096,652.2718809479745,68,6.689381641621215,-4.8433718296591115,Anular
778.7796131501273,863.4657115051024,1161.7466849029072,745573.0349450128,37497.510857851135,759.8706467689252,73,7.060454555326945,-0.656832615596084,Anular
770.825489071622,834.3953092859723,1135.861202431879,696215.5321584335,37196.01138006031,744.0240676957663,79,6.93475479854783,0.4220624455583043,Anular
863.1405759804895,903.7092658950165,1249.680795710825,816690.4372645096,51999.311906637064,766.4636037943109,70,6.911396920565946,-0.13359805097872948,Anular
896.6781991689071,890.638090043025,1262.826636317161,793236.2074354875,41195.48588010488,803.6670628076321,72,7.215594573701852,-0.6707367809281939,Anular
980.3049249602116,1043.9649384827537,1432.0825879405656,1089862.7927813,61194.578897853826,888.5621612801048,79,6.854433154837127,-2.5406575569474916,Anular
783.1214376564327,818.207772124263,1132.5825111141473,669463.9583645498,41250.778405115394,715.5955446027924,78,6.813016531691265,-1.1972186047169011,Anular
410.9887385641816,350.30099572637005,540.0208614798725,122710.78760688631,13054.176670900171,301.3372541379385,46,6.439688946141407,-1.200251200993626,Índice
448.50941308562653,392.52603787790895,596.0179393596661,154076.69041212962,13745.269522441877,329.77313310729295,46,6.28904207140735,-0.8179029415476201,Índice
401.29992083382666,314.2113216047054,509.6767417548215,98728.7546245756,15053.330587313472,253.99805757134885,47,6.417573652044942,-0.7013165415564738,Índice
424.59840395095523,330.2887082628133,537.9353450402903,109090.6308059178,14615.660520007774,290.40745407223665,51,6.479934625970923,-2.761760677484619,Índice
359.76000612110045,284.2898370141998,458.5280508690985,80820.7114295603,10090.722121170478,250.79541709084174,49,6.3573698437148956,-3.1782454949646026,Índice
355.62221758837075,289.9121685436747,458.82047372819653,84049.06546969603,10238.375981883579,248.8715531072964,45,6.372151696352129,-1.2665562261493517,Índice
387.1408119997543,315.6740929704588,499.52791842754004,99650.13297272187,11187.830822232037,266.6076215611754,41,6.442509582106983,-1.6655736419444642,Índice
