MAV,STD,RMS,VAR,WL,DMAV,Dedo
789.5062736096185,911.8120763241465,1200.1318926206432,831401.2625305512,43845.464313643504,754.9913492605365,Anular
748.0544450292605,753.867687456132,1057.6304901924373,568316.4901904563,33010.53752253995,644.9170214490329,Anular
874.2998369568264,914.8355775167204,1251.5190594539656,836924.1338903513,41307.820449996856,777.7681838898812,Anular
796.5139573361995,837.8188574143702,1150.755678062937,701940.4378391207,42895.46176628359,698.1150937448284,Anular
921.8130359341424,985.9583426780073,1325.004464844824,972113.8534963628,58997.71706709418,815.8678887699375,Anular
957.4956651382405,984.8524494976723,1369.3538442390536,969934.3472815652,49760.41928571269,848.5341357782136,Anular
839.2507354869991,892.0582945002277,1206.1136734014265,795768.0007866549,52690.13903043531,770.0586043770556,Anular
926.5964256829037,1022.466955914901,1367.0451926617284,1045438.6759378839,56890.08119012744,858.6329415317817,Anular
916.6085765380872,895.0531747457069,1278.1719460754093,801120.1856223688,46392.36364007245,729.9570902585862,Anular
869.0304588756379,851.8210839826661,1207.208188693562,725599.1591174043,51104.21631043808,709.3713798442011,Anular
822.567285356756,828.2156967682556,1154.7495595306364,685941.240373327,48916.17153901454,669.032430753659,Anular
935.8265994865351,914.140805569365,1298.1936890203096,835653.4124070077,51956.163536660824,767.8691038162278,Anular
1018.2596402788914,1015.6843303879575,1426.7532292711362,1031614.6589956336,56796.55738644745,879.4483870614403,Anular
822.1635782173641,836.0028613617436,1163.5737002764213,698900.7842050227,45667.203821580944,707.1699579649845,Anular
845.3363858701423,825.9564194146452,1160.524521139274,682204.0067722613,56388.58525622953,648.3451009007573,Anular
851.3774672723564,827.8730686255658,1175.560118760843,685373.8177555107,46334.5862442568,696.2879347669559,Anular
746.2736008601481,802.3824424757883,1081.1627979465995,643817.5839934116,39376.2772705633,632.3867932063739,Anular
581.9944087263941,671.9372763992901,878.9005111708775,451499.70341489604,39899.55610486312,520.2954287712827,Anular
987.8631339793283,1008.1197753223344,1378.5312121145446,1016305.4813959538,70646.02442133456,878.0905096787171,Anular
995.1227071266593,932.9618435904523,1340.3391727831543,870417.8015956955,58120.17091590315,784.254580084385,Anular
145.21777186746286,57.21686110160268,156.08321645990836,3273.7691943200944,1322.3493906878196,40.40546628286423,Índice
148.73864371838638,70.94698374639863,164.7927748352362,5033.474502711751,2706.675679641311,43.89120903107853,Índice
157.81074430511995,63.890890363201635,170.25356645174452,4082.0458714026513,1939.9723901220857,47.67187322326915,Índice
139.95040232401604,53.58653773991317,149.85870724654302,2871.517026951138,2114.0819598507865,32.85407418178205,Índice
134.3624534298148,35.26413125138752,138.91302258821614,1243.5589529150857,1342.9096162659164,25.24254013809703,Índice
131.91523481389692,32.75767057158477,135.92164712540105,1073.0649812764707,1008.1182773995445,21.591811174634334,Índice
122.9361428594623,13.883172626940931,123.71757233049624,192.74248218944197,379.6914947003635,9.041149333618375,Índice
148.71389310984327,70.9047528339682,164.75225636795383,5027.4839744461215,1861.2055754609255,47.81303008944918,Índice
141.9980214065248,41.95145256961068,148.06539925339808,1759.9243727002945,1598.085335236094,31.617238060196062,Índice
167.14185746838885,84.1987350969384,187.15188353288792,7089.426991924408,4695.317662285574,63.28971013761092,Índice
168.56890939558122,87.45694953920264,189.90575356612632,7648.718022702636,2827.7546534840376,67.57006049917945,Índice
150.78728896878124,61.55662834861503,162.86812152230482,3789.2184936495155,2048.6547720463354,43.51777321551371,Índice
133.73586408737577,52.49719617959878,143.67058484573775,2755.9556067192807,1561.8167581818086,26.635198479508762,Índice
148.14138526658738,60.740781701170576,160.11031381635823,3689.442561669258,1636.1327920358476,45.12948069931422,Índice
138.18499065389602,67.4550676088743,153.77021099073494,4550.186146117803,1832.0484036559178,33.475087056643666,Índice
148.13549519340506,72.33943087284827,164.85483976881878,5232.993259007592,2019.307321826812,45.843113258501916,Índice
145.15534205547027,80.30733073557612,165.8895436641917,6449.267369873208,1514.1389440582511,48.43560829380591,Índice
148.85272134422723,57.19482055610428,159.462786097657,3271.2474984449686,1721.0454537342303,43.60082820869235,Índice
144.06402613557435,48.52809603573499,152.0178270179026,2354.976104853518,1507.3005528131946,36.126830153011234,Índice
163.14930346407237,93.41365006852253,187.99948202039369,8726.110019124379,2334.112181486786,66.73672243196188,Índice
125.80972783290034,31.060315537307673,129.58715529968848,964.7432012771166,830.8155951067936,14.332852685757938,Índice
159.94216245350583,87.52921990874061,182.3262451435238,7661.364337832673,2990.3818610960557,61.3490244135076,Índice
172.84101806520434,97.75993632307816,198.57246202761488,9557.005149892297,2900.9509260698646,71.06548653899492,Índice
147.71896075963323,53.59075484554739,157.13962063344061,2871.969004915561,2099.2624155167164,36.78470869084514,Índice
147.7996251705273,48.85073593536845,155.66349476346556,2386.3944014270983,1919.6720404505018,34.15948094150057,Índice
129.6564560597488,29.55208586875027,132.98166180781303,873.3257791939895,801.6456421975196,18.70395741793632,Índice
149.42073895880847,54.809502124859485,159.15602016314483,3004.0815231749766,2666.371967329699,37.40639343035042,Índice
133.80155656760226,35.41122745820473,138.40813404569107,1253.9550300967126,1515.0660958411247,22.901624552689583,Índice
127.20023093993285,21.55211076971818,129.01314750754065,464.4934786302023,839.0883694488464,13.388141780725215,Índice
140.9479308689186,38.84168754954384,146.20190117753552,1508.676691696389,1468.1426713947317,28.565323215810807,Índice
152.08061527066013,60.84997848748471,163.80242190831572,3702.719881927352,3018.0955211437504,42.40425650112571,Índice
147.06594220777285,45.03166900714901,153.80586000224244,2027.8512135694252,2310.05136232939,33.14214417049973,Índice
164.1888168324981,68.54196790124398,177.9212436350162,4698.00136377516,3037.2199472312445,46.57887942436412,Índice
135.99050870905634,42.211086497552735,142.39099087460482,1781.7758233038787,1677.333252215268,29.85873045415187,Índice
131.051087834998,32.99169742101156,135.1400744466864,1088.4520987195808,1089.3784277924085,20.656874019015667,Índice
131.89011920672672,36.84818428320475,136.94083477667863,1357.7886849690178,1586.0623328006998,23.435544277551422,Índice
133.96018434096013,44.962808934202926,141.30458299686413,2021.6541872536384,1888.7809945447616,24.828300383729157,Índice
127.52626471621134,22.564881301122686,129.50722783151127,509.1738681337563,756.4104704692143,15.115522266755844,Índice
131.08663441971692,30.584896646378063,134.60736096647213,935.435902869628,1134.74039562925,19.804803863161567,Índice
138.2498479541977,44.25842014574302,145.1613867843508,1958.8077537971112,1589.1545729965992,31.60165373669142,Índice
173.2736436121075,110.28988801469683,205.39623893564848,12163.859398294368,2143.839557179871,80.07093219742168,Medio
227.6543000128566,253.96684003822722,337.2424486041568,64499.155839002495,8942.804425166594,168.15474678169608,Medio
185.25562272986795,179.06544379490322,254.99775026327416,32064.433161465644,4676.1629752661365,108.06341081332602,Medio
339.78080081765717,455.67951382235714,564.4069835661871,207643.8193173798,15009.175092875863,298.2428588541454,Medio
161.6094278989426,83.00401688630491,181.67904118275592,6889.666819261991,2595.6757279845856,61.71703063744979,Medio
251.1614388273762,218.9988591665006,331.69949046783626,47960.50031622877,8508.789312284638,176.3957748820143,Medio
163.18155626685896,123.46036229532693,204.62326691695512,15242.461058093384,4318.104327550914,75.15048228145322,Medio
201.7497893783392,178.22055226070952,269.1942472682441,31762.565248112296,6424.307816305029,125.65916148821222,Medio
177.55328166391382,139.29732829105285,225.67435277109016,19403.745669025353,5405.139054960899,87.36629882501322,Medio
169.10329381957234,89.23904630262946,191.20546897416781,7963.607385002845,3027.6264664642113,62.69915794764694,Medio
232.5066080543428,270.99151085402696,354.06382321376924,73436.3989549482,9746.359422259953,162.2828235951972,Medio
183.36065330702195,124.87193372168888,221.8425770959483,15592.99983139386,4593.594078131888,90.41386967597781,Medio
161.30988811019776,118.101343462761,199.59305362895645,13947.92732770904,5393.774404963258,74.92956015163021,Medio
180.24174546284104,120.58809777493471,216.86072980710182,14541.489324977212,5240.527423494512,86.92517699176024,Medio
171.0679971603011,95.62760079042631,195.98188101293937,9144.638032933144,3771.491635981189,72.15829439382343,Medio
151.0946153440599,88.7027557035471,175.20776710914555,7868.1788694031575,3237.614991810789,54.17004459730975,Medio
168.12681714706142,118.87433338216056,205.907099880151,14131.107137053054,4712.118110569814,78.00391027579238,Medio
183.293204730016,134.46384215039075,227.3255897298956,18080.5248458452,5388.470503330915,89.15313946962812,Medio
202.16304040389565,174.13730707191286,266.82146956271123,30323.80171425767,7743.253173473649,118.74002219970521,Medio
209.25964158287036,182.42695195217223,277.6133829518159,33279.59279856015,5967.708725591094,123.61455963537836,Medio
135.2029774491972,56.75313461208402,146.6313861334792,3220.918288297329,1318.2415983304168,28.063817684310788,Medio
145.66519974957762,48.53320437162264,153.53769030652387,2355.4719265776907,1536.5635836597064,35.86227752670929,Medio
186.87529706190548,183.79183497370025,260.0292170895322,33779.438602999864,8180.363389814222,102.01615903262213,Medio
249.3557778601501,373.511347528946,445.13429083138715,139510.72673288907,10283.665774342002,179.88601692696298,Medio
173.7394087989788,204.4096440671976,263.83764141138636,41783.302587678416,5792.547736671538,85.4923850858547,Medio
158.63242904158886,79.19470650499215,177.3021406583873,6271.801538411846,3009.6785786045634,54.725524299235005,Medio
144.18634426068255,64.50832561279405,157.95893752689756,4161.324073366261,2529.6712900550733,42.75248740208106,Medio
163.86422052835073,68.86867087704408,177.74807058793797,4742.89382837062,3334.421512018347,52.284048885177135,Medio
124.95052557427195,25.933646688421597,127.61343139280704,672.5540305598805,679.7025891430742,14.274158530720294,Medio
130.71342380918801,63.61634066867622,145.37206734442995,4047.038800073068,1452.370323717657,26.478496321663947,Medio
178.91141325613836,130.93902546414066,220.7288809107452,17145.02838949887,5981.691594496688,91.94996637921021,Medio
146.5631987330062,50.479449230305214,155.01272856590077,2548.174794594962,1844.246771082026,38.44636952178533,Medio
152.90107026891076,58.13066374608897,163.57845627386033,3379.1740675608626,2596.445249042387,41.06396283024249,Medio
157.38367500858683,59.01548394842734,168.08464684460495,3482.827345667085,2669.2325672650413,47.05243315768978,Medio
136.9201328649983,37.773543911429236,142.03507807368376,1426.8406196286728,1508.9224347642537,27.836934849151653,Medio
168.9882003902113,86.01066049666402,189.6176299561689,7397.8337190724005,4016.8059236903327,63.99520681001747,Medio
232.7026305377855,200.2178648435576,304.9100411648668,40087.193402513105,8427.414184742362,144.2586222206051,Medio
141.51889399002823,49.080288090249226,149.78809043172527,2408.87467902186,1782.4671522640888,34.19841994656989,Medio
136.48739756377782,27.939881283130468,139.31779017716354,780.6369661154243,1310.3280233382939,21.4342247245854,Medio
181.16910660055234,88.39560708418745,201.58380028718668,7813.78335178205,4580.021796619416,68.85632587979325,Medio
