MAV,STD,RMS,VAR,WL,DMAV,Dedo
180.96153849050162,70.65412090016318,194.26549671267975,4992.0048001748755,1903.0660954589762,55.79515980178106,Índice
152.8211775328503,63.93254779389653,165.65531373893748,4087.3706674188643,2088.144479279175,41.57608566118618,Índice
144.21993067606462,41.2205104136096,149.99506286197357,1699.1304787584977,1305.199662491697,33.0067145109186,Índice
140.5554828751196,38.612247394927046,145.762647530652,1490.9056488870503,958.2759176215432,28.13994616993113,Índice
126.43579335631836,16.477471587122196,127.50496818377727,271.50706990441927,370.95925526550695,12.284666637969028,Índice
166.67448508429095,84.06556491446747,186.6745916896621,7067.019204388545,1805.9345407928702,64.54008908987362,Índice
155.99750317302804,47.40740112507656,163.04196600155677,2247.46168143391,1565.7119842420825,37.97303273210188,Índice
196.02825113703884,94.52992218248554,217.63037800746642,8935.906187826771,4670.499516934421,73.06007642322778,Índice
198.3952872463153,98.31224025780178,221.41812614611231,9665.29658450774,2778.638093666876,79.33215624907027,Índice
169.89921928454405,70.66871852994757,184.0103597414084,4994.067778664955,2014.6812574625026,53.53250681367243,Índice
143.041892687664,64.18317737838257,156.78157838870646,4119.4802583849205,1536.544993637506,37.78968699512592,Índice
166.0065318037842,70.43543117794653,180.3311358771526,4961.149965223242,1598.211378062506,57.500453811150415,Índice
150.18123713428778,82.45605980693163,171.3283566315555,6799.001798884286,1765.391744370865,46.405381146835545,Índice
165.75876411232173,86.16797178073776,186.81779155329482,7424.919360806019,1990.9691522699193,60.18849345624903,Índice
161.0070219661202,97.50465040733923,188.22969471753422,9507.156851057438,1448.948523106468,66.41232613525024,Índice
166.99876987022654,65.37146033669246,179.33771762995272,4273.427826551756,1686.770037941959,53.3092222143268,Índice
159.7988623792942,55.20719051309148,169.06658540961126,3047.833884348778,1469.5980652497476,44.642365368076554,Índice
189.62052890240054,109.01410676232716,218.72361659046834,11884.075473188064,2294.0679500710607,85.08382252923774,Índice
193.6148916081871,122.61554850302298,229.17525823514902,15034.572734697182,2110.3346890507264,95.11948211660344,Medio
267.8092942404524,287.26587361704577,387.41726281926617,82521.6821449645,8914.943698176916,206.6899193773563,Medio
210.06174976486585,204.10775973079754,289.28705707147384,41659.97758232497,4644.845720724742,133.70421735472763,Medio
420.63452521219756,509.99990158281486,655.2692154231372,260099.89961448085,14980.535671279966,356.61257153270014,Medio
177.65195483354668,91.80791410513514,199.97227344938696,8428.693092335872,2566.3363501305475,71.45564118161434,Medio
299.82682722028966,238.29969358529794,380.823639540667,56786.743962846886,8476.90442544174,202.59510585623835,Medio
179.40076661094673,140.70657183891763,227.99775090832776,19798.339358660483,4296.603967901887,95.205711535229,Medio
232.74324385256398,199.27276314462674,306.3968859017803,39709.63413129451,6397.285520603045,150.13430821517485,Medio
199.64623028829357,156.93569098241778,253.94375041031287,24628.81110412893,5383.768152930458,104.27286850661133,Medio
187.64572398436889,97.82453167652676,211.61416948623673,9569.638997731789,3014.6149799599375,70.16140560697598,Medio
274.30338784694044,306.7687075347573,407.3337764393127,94107.03992254546,9728.64944875937,200.31452002777377,Medio
207.14501078987135,138.35173046385367,249.09888963517832,19141.20132234282,4568.616629303532,104.86022163789741,Medio
177.37229974954664,134.42242000622736,222.11106545761746,18069.38700033059,5369.653066317816,92.17550092775495,Medio
203.2620254750967,133.57241519574697,243.22220519817645,17841.590101225018,5224.907113564041,101.08782011329802,Medio
190.50203350496184,105.1335194175693,217.58695198621174,11053.056905124422,3755.185135464221,84.9720246259607,Medio
163.10393498125924,100.93306895633764,191.80818026172827,10187.484408944809,3200.239776642807,66.05943851119834,Medio
186.21651968566803,134.31837592162356,229.60404681552404,18041.426110222583,4686.789948919324,94.83096999085527,Medio
207.23875982273347,150.02780528639633,255.84418291592533,22508.34235905285,5380.8162464139505,101.22393531859188,Medio
232.6542835661643,194.59061650499524,303.30434169902566,37865.508031794125,7733.057177231187,140.8371091225254,Medio
242.41793000712465,203.1183178117772,316.26492663528995,41257.051030686125,5943.485586179285,142.294627051989,Medio
