MAV,STD,RMS,VAR,WL,DMAV,SSC,Entropy,MeanD,Dedo
735.4304474944969,1031.0109953926262,1266.2295037526303,1062983.672620494,49083.41136809304,838.9253707633779,91,6.667467498980641,-0.9038430888306612,Anular
804.4380129992709,1024.1094557622973,1302.2751990804265,1048800.177381749,32881.36801623883,882.0177994314705,79,6.56064847326347,-1.8934007491239337,Anular
757.1116062514265,1004.8574323531427,1258.155969534766,1009738.4593553507,49716.013834720456,838.2287538470214,85,6.520350087021469,-1.4485896174785244,Anular
781.6500075392886,921.0678695598752,1208.0325966718522,848366.0203355674,33884.4929685374,795.0007585923091,78,6.666516303960655,-0.5247761141555434,Anular
820.233537316504,1015.055778865765,1304.891496438776,1030338.2342087849,44584.49315999134,873.232397556683,81,6.798768938865379,-0.4978747450841288,Anular
940.7727362225185,1164.7193848126944,1497.0438828625147,1356571.2453584613,56862.68477417235,1021.0186979411847,81,6.772624766882423,-2.7158648110317642,Anular
722.6990322179597,897.8015656379598,1152.5370026297403,806047.6512619719,47455.92534899085,758.3580127817283,88,6.6013644589906555,-3.2174164928262154,Anular
927.4679301758343,1069.980876180011,1415.9828355803472,1144859.075390944,54744.78084238201,946.3081502541,75,6.806324406924541,-0.5616819557237442,Anular
891.7174534581505,988.7581405487333,1331.4663635643515,977642.6605013886,45983.61124441749,883.1466946656777,71,6.742869053558392,-1.08726461830594,Anular
724.6674210560658,891.8148228329519,1149.1199020835975,795333.6782245693,43562.04916941618,772.3369598005729,84,6.676770837540181,-0.2501015241486305,Anular
671.2646767667682,798.9033338703626,1043.2343799678106,638246.5368691802,44433.759576748336,682.3050259268952,79,6.895901275793893,-2.1489239815317958,Anular
680.537561662536,783.4604931358573,1037.7580243670818,613810.3443046807,40806.63687274108,670.5966286492214,80,6.713742525095661,-5.002510157490269,Anular
802.2267589043616,953.4891300694762,1245.9655408013869,909141.5211606466,51866.86807597195,802.044825076694,78,6.851664658750685,-2.76520645984325,Anular
605.5881840927863,752.2435273146552,965.715989874659,565870.3243867945,34216.90541489468,644.0310314404896,85,6.685832305462309,-4.490336276603038,Anular
652.0695217161751,691.4624074525631,950.4288095755809,478120.2609200944,38504.043250503855,595.3677690512438,75,6.871873406912993,-1.3582909070860825,Anular
725.8759322032087,908.3377944850507,1162.7439175681993,825077.5488899662,35531.63889025443,763.5018688446786,76,6.712854111111164,-3.9365512454977947,Anular
781.9839803514617,962.1337819389977,1239.8388443158865,925701.4143482388,44156.333558536804,844.6883891370165,80,6.723232774655712,-2.9655459954234877,Anular
662.2972077131237,816.7055595937533,1051.3706038884216,667007.9710713457,30950.36495760028,686.8314966762401,74,6.843008717205894,-2.5245259549692878,Anular
646.8270630808265,823.3101654122859,1047.007582591919,677839.6284712055,32894.36618739379,685.1934778565317,84,6.7008624799877,-0.4071652132162428,Anular
730.3647778800473,857.2401991756842,1126.1853612307953,734860.7590827667,37522.144285183174,731.2860704034027,80,6.762393299108099,-0.4705790468056618,Anular
692.7400763453045,1052.7468268599273,1260.2240653306637,1108275.8814636457,43014.88759581046,832.4526383858617,83,6.4290502337515285,-2.2146670056107016,Anular
636.5851474408389,864.5830258219038,1072.96543826254,747503.8085393587,30489.006830853486,727.9486213120887,79,6.928213922956623,-5.814920906074553,Anular
625.4007240073006,935.2473552972523,1125.0351499351602,874687.615590505,32318.18070527579,726.5452529456212,76,6.571669595735826,-3.8886848866753363,Anular
559.4752219826732,767.679382776486,949.9179747497401,589331.6347400866,28522.294029088873,629.5964028213415,86,6.4487754600064635,-0.7954854048927776,Anular
572.3178032289253,774.5997305587501,963.095223991102,600004.7425816883,31436.923213654565,618.2560273745341,84,6.589763027943372,-1.287936030097755,Anular
571.4780484207174,812.3450026754383,993.2228164910983,659904.403371758,39868.32491830651,630.7302690009183,81,6.3391019994904765,-1.1461508333011428,Anular
581.541808827718,758.325772176385,955.2051294505345,575057.9767469107,27890.251047170656,626.4153525015766,82,6.957377803249043,-1.0647684998408982,Anular
640.1136084022244,844.5423729829191,1059.715646494538,713251.8197636202,33673.76068850364,697.1376594771006,76,6.494169327213226,-0.8835898298657849,Anular
531.7834952055524,712.1774232881786,888.814023299826,507196.6822413895,30167.33858722958,563.2076979550401,79,6.52728472425177,-2.3071767463325075,Anular
662.7711342835793,811.3648627837327,1047.6538154369541,658312.9405600654,26644.570042828258,706.9722361471769,73,6.55140373204196,-0.6174481998646222,Anular
568.3074963087129,735.7077127286396,928.0693762766887,541265.8385684066,28687.84572051874,612.3592796011104,87,7.116491293004853,-4.186062583734162,Anular
611.8690416037615,788.2842676644419,997.5920854314049,621392.0866472656,33860.399846480854,653.3599050728866,78,6.896658398229441,-1.8790783443547114,Anular
670.0583091727874,911.174325063194,1131.024663013969,830238.6506543672,40046.5321085334,735.8687813028583,77,6.642870807373682,-2.0404210616372587,Anular
587.2637724568064,760.2473365046169,960.6532939112653,577976.0126623642,42002.18689857092,619.095135702874,78,6.654124331931438,0.44614035345993414,Anular
518.4959336522106,709.641305004956,877.6767431318676,503590.781769137,36979.631284044764,547.393939367968,78,7.226793015527324,-0.952390381599415,Anular
715.249076010786,872.7780957158868,1128.4160780030265,761741.6043614497,39600.32885438145,726.0861153345107,70,6.68274919844813,-0.6389919572975145,Anular
528.0091225082332,655.877586118058,842.0029937143722,430175.4079720506,23506.436461342393,543.2655750271517,76,6.682525771904704,-0.8221322034392852,Anular
577.576917969291,736.6837356922707,936.1079118373182,542702.9264335193,30034.970237487043,613.4531880464048,78,6.494691127742536,0.20830478418987453,Anular
576.3118571415847,743.7439945163962,940.8987650439273,553155.1293792052,25620.832839506045,611.0631658157424,77,6.515204526546572,-0.18440783181941556,Anular
607.7334038479861,765.3533845844569,977.2552423540246,585765.8032948836,33096.09358778502,645.3559312024976,78,6.7890124897256205,-0.45226967362655957,Anular
553.0933831982792,649.8330025056691,853.3435543104849,422282.93114553293,24777.08754770866,562.7697507633848,82,6.687773944537893,-0.47280789000727,Anular
652.0270047867328,769.6417902644041,1008.7059533345457,592348.485321397,35164.28255990902,658.7169987994073,89,6.801025843813513,-1.4953269548986008,Anular
619.1350008826278,763.8455343815848,983.253858224121,583460.0003946889,31327.821673254533,637.5267479057039,79,6.707372671616019,-1.6532668572692981,Anular
631.5158897051789,809.7852214618807,1026.919872165395,655752.1048980672,37824.179702232606,657.1187255000018,78,6.562062764792271,-0.4555228884768041,Anular
621.6003695564143,716.2488128644895,948.3666914028884,513012.3619297905,36504.95780686157,610.4625479151179,77,6.7213864374900805,-0.6696266775045494,Anular
521.0249159582223,603.1725987041325,797.0471421922101,363817.1838274965,26493.188652651654,496.51159936610543,78,6.724714345398859,-2.4535560062157296,Anular
598.9194811903727,605.797115179068,851.8771564660169,366990.144759281,27239.874834746995,535.7148780101867,77,6.974398455312668,-0.7082461837844364,Anular
873.0130319989647,1030.5923752062336,1350.3980468400289,1062120.643833226,60941.0390998946,835.8075013603742,79,6.934343759178281,-2.36964762672741,Anular
669.9199506703383,759.330760752334,1012.6084853144711,576583.2042247183,38381.484547938904,643.8260674493893,85,6.772330262464544,-0.5006539790446995,Anular
663.2747854718506,795.5720147997848,1035.7935468882386,632934.830732589,42501.868853951375,668.6582620697596,80,6.654777350014928,-1.0356345213210156,Anular
517.5500900890132,611.4418341373275,801.0737870410967,373861.1165332191,26217.723073532332,501.51347584357967,73,6.73945062437745,-0.7947227820847178,Anular
610.5795315491774,722.2115038407993,945.725552486979,521589.45627998887,42768.22120083334,603.4778083306661,80,6.737344015845082,-4.590385745055106,Anular
588.6613543072853,711.2127256544321,923.2257206055809,505823.54113280645,32367.396860633038,596.8262936869818,78,6.631347483283723,-0.3614880430850916,Anular
504.52065607949254,581.691378602839,770.0038651537751,338364.85994087136,25339.230076949236,491.96143138927846,74,6.695997482717401,-1.3702732603370567,Anular
526.9283113184459,585.3564984545136,787.5885191848837,342642.230282929,28343.58258466326,486.02168342259995,86,6.757978252114081,-1.1625798681993988,Anular
976.3993659793709,705.051436053854,1190.3134066938599,497097.52748160175,58990.02412650789,509.74730483491516,77,7.645017322047135,-1.7130491634177805,Anular
548.4804298082859,560.1094229343005,783.9345301378665,313722.56565979513,31007.43453271434,481.87966223705564,82,6.861035901451518,-0.9090831928874228,Anular
712.963453166905,831.0247483967435,1093.8706864028609,690602.1324478708,43040.95195863796,687.1198756142329,76,7.06650094170722,-1.524341756145302,Anular
